Conf|	Rayon Giration	|	Distance		|		RMSD		|	Ratio Giration	|	Correlation	(p-value)
REF	|	17.44799		|			0
1002	|	17.65081		|	11.60881	(+/-3.06284)	|	1.38257	(+/-0.84094)	|	1.01162		|	0.4942	(0.0)
1003	|	17.45055		|	11.64957	(+/-3.15407)	|	1.31327	(+/-0.80588)	|	1.00015		|	0.45477	(1e-05)
1004	|	18.08997		|	11.67676	(+/-3.05356)	|	1.30933	(+/-0.74765)	|	1.03679		|	0.44629	(1e-05)
1005	|	18.06732		|	11.69103	(+/-3.11972)	|	1.33296	(+/-0.78741)	|	1.0355		|	0.50353	(0.0)
1006	|	17.64576		|	11.68135	(+/-3.14121)	|	1.26249	(+/-0.79564)	|	1.01134		|	0.44951	(1e-05)
1007	|	18.87761		|	11.7525	(+/-3.18548)	|	1.40702	(+/-0.88022)	|	1.08194		|	0.5724	(0.0)
1008	|	18.20337		|	11.71	(+/-3.17192)	|	1.38604	(+/-0.77785)	|	1.04329		|	0.52475	(0.0)
1009	|	17.73635		|	11.68178	(+/-3.12249)	|	1.39681	(+/-0.83984)	|	1.01653		|	0.53792	(0.0)
1010	|	17.363		|	11.60273	(+/-3.08128)	|	1.39906	(+/-0.85003)	|	0.99513		|	0.55935	(0.0)
1011	|	17.62006		|	11.64563	(+/-3.14958)	|	1.35252	(+/-0.85916)	|	1.00986		|	0.47064	(0.0)
1012	|	17.65855		|	11.60118	(+/-3.03782)	|	1.27408	(+/-0.70839)	|	1.01207		|	0.4829	(0.0)
1013	|	17.52464		|	11.63075	(+/-3.13228)	|	1.28068	(+/-0.80892)	|	1.00439		|	0.47628	(0.0)
1014	|	17.47046		|	11.68254	(+/-3.12257)	|	1.3212	(+/-0.8022)	|	1.00129		|	0.52447	(0.0)
1015	|	17.42782		|	11.62452	(+/-3.09099)	|	1.41465	(+/-0.83326)	|	0.99884		|	0.49609	(0.0)
1016	|	17.67726		|	11.64374	(+/-3.08606)	|	1.21338	(+/-0.73889)	|	1.01314		|	0.43845	(2e-05)
1017	|	17.443		|	11.67254	(+/-3.13747)	|	1.2155	(+/-0.72114)	|	0.99971		|	0.42801	(3e-05)
1018	|	17.44903		|	11.59043	(+/-3.12885)	|	1.25309	(+/-0.73254)	|	1.00006		|	0.43286	(2e-05)
1019	|	17.66734		|	11.69237	(+/-3.08377)	|	1.36128	(+/-0.76121)	|	1.01257		|	0.45365	(1e-05)
1020	|	18.23096		|	11.69645	(+/-3.10767)	|	1.35889	(+/-0.77772)	|	1.04487		|	0.52037	(0.0)
1021	|	18.00551		|	11.76296	(+/-3.09076)	|	1.4282	(+/-0.7844)	|	1.03195		|	0.4976	(0.0)
1022	|	17.74607		|	11.69268	(+/-3.14394)	|	1.26526	(+/-0.74203)	|	1.01708		|	0.494	(0.0)
1023	|	17.79533		|	11.75058	(+/-3.05212)	|	1.35112	(+/-0.70331)	|	1.01991		|	0.42468	(3e-05)
1024	|	17.45746		|	11.64938	(+/-3.09827)	|	1.4886	(+/-0.81417)	|	1.00054		|	0.53691	(0.0)
1025	|	17.246		|	11.56908	(+/-3.11024)	|	1.32088	(+/-0.75907)	|	0.98842		|	0.54739	(0.0)
1026	|	17.735		|	11.64972	(+/-3.08604)	|	1.36807	(+/-0.72323)	|	1.01645		|	0.53421	(0.0)
1027	|	17.54976		|	11.62386	(+/-3.10231)	|	1.23533	(+/-0.71064)	|	1.00583		|	0.54497	(0.0)
1028	|	17.75906		|	11.65743	(+/-3.14749)	|	1.31318	(+/-0.69592)	|	1.01783		|	0.60035	(0.0)
1029	|	17.82553		|	11.63744	(+/-3.08309)	|	1.26699	(+/-0.70388)	|	1.02164		|	0.54166	(0.0)
1030	|	18.30682		|	11.84958	(+/-3.15499)	|	1.46812	(+/-0.79699)	|	1.04922		|	0.46137	(1e-05)
1031	|	17.62854		|	11.66959	(+/-3.13331)	|	1.27349	(+/-0.74193)	|	1.01035		|	0.46834	(0.0)
1032	|	17.76977		|	11.75577	(+/-3.13062)	|	1.34313	(+/-0.75007)	|	1.01844		|	0.48021	(0.0)
1033	|	17.55119		|	11.63352	(+/-3.15228)	|	1.22951	(+/-0.76223)	|	1.00591		|	0.42708	(3e-05)
1034	|	17.47038		|	11.61834	(+/-3.14153)	|	1.3815	(+/-0.80392)	|	1.00128		|	0.43723	(2e-05)
1035	|	17.73044		|	11.70476	(+/-3.15804)	|	1.39222	(+/-0.75149)	|	1.01619		|	0.44906	(1e-05)
1036	|	17.58656		|	11.68384	(+/-3.11434)	|	1.4297	(+/-0.81298)	|	1.00794		|	0.30097	(0.00416)
1037	|	17.52223		|	11.66731	(+/-3.09115)	|	1.43828	(+/-0.83198)	|	1.00426		|	0.52001	(0.0)
1038	|	17.81799		|	11.73351	(+/-3.12562)	|	1.55544	(+/-0.92651)	|	1.02121		|	0.49852	(0.0)
1039	|	17.69864		|	11.66986	(+/-3.1214)	|	1.38275	(+/-0.81596)	|	1.01437		|	0.5865	(0.0)
1040	|	17.22734		|	11.67271	(+/-3.12829)	|	1.43252	(+/-0.81698)	|	0.98735		|	0.54198	(0.0)
1041	|	17.94448		|	11.68218	(+/-3.1255)	|	1.41586	(+/-0.82553)	|	1.02846		|	0.55119	(0.0)
1042	|	18.15864		|	11.73749	(+/-3.13231)	|	1.47679	(+/-0.8448)	|	1.04073		|	0.44849	(1e-05)
1043	|	17.71692		|	11.59157	(+/-3.21872)	|	1.3553	(+/-0.79107)	|	1.01541		|	0.49533	(0.0)
1044	|	17.74333		|	11.67755	(+/-3.15258)	|	1.41976	(+/-0.79468)	|	1.01693		|	0.58885	(0.0)
1045	|	18.16726		|	11.61327	(+/-3.14325)	|	1.38968	(+/-0.82864)	|	1.04122		|	0.50213	(0.0)
1046	|	17.89836		|	11.64983	(+/-3.14871)	|	1.32577	(+/-0.81198)	|	1.02581		|	0.56669	(0.0)
1047	|	17.72227		|	11.66132	(+/-3.14765)	|	1.35263	(+/-0.79317)	|	1.01572		|	0.54917	(0.0)
1048	|	17.66376		|	11.65346	(+/-3.1479)	|	1.39231	(+/-0.78415)	|	1.01237		|	0.53162	(0.0)
1049	|	17.35339		|	11.64227	(+/-3.06822)	|	1.29947	(+/-0.74145)	|	0.99458		|	0.53139	(0.0)
1050	|	17.70855		|	11.69444	(+/-3.14685)	|	1.42802	(+/-0.77296)	|	1.01493		|	0.58196	(0.0)
1051	|	17.8225		|	11.73642	(+/-3.17976)	|	1.55295	(+/-0.91873)	|	1.02146		|	0.62301	(0.0)
1052	|	17.96285		|	11.67165	(+/-3.13425)	|	1.53142	(+/-0.89745)	|	1.02951		|	0.55331	(0.0)
1053	|	17.6222		|	11.65974	(+/-3.0628)	|	1.47693	(+/-0.93283)	|	1.00998		|	0.53251	(0.0)
1054	|	17.91137		|	11.71989	(+/-3.08606)	|	1.50733	(+/-0.90571)	|	1.02656		|	0.52514	(0.0)
1055	|	17.69209		|	11.72701	(+/-3.10124)	|	1.72001	(+/-1.00117)	|	1.01399		|	0.55949	(0.0)
1056	|	17.32951		|	11.70241	(+/-3.14551)	|	1.48165	(+/-0.87285)	|	0.99321		|	0.54203	(0.0)
1057	|	17.65345		|	11.66391	(+/-3.13385)	|	1.3885	(+/-0.79542)	|	1.01178		|	0.53014	(0.0)
1058	|	17.77528		|	11.75549	(+/-3.1556)	|	1.51159	(+/-0.94323)	|	1.01876		|	0.52206	(0.0)
1059	|	17.45347		|	11.68504	(+/-3.12191)	|	1.53578	(+/-0.89646)	|	1.00031		|	0.4929	(0.0)
1060	|	17.6348		|	11.70328	(+/-3.17262)	|	1.40172	(+/-0.84957)	|	1.01071		|	0.47488	(0.0)
1061	|	17.44485		|	11.69756	(+/-3.0809)	|	1.40528	(+/-0.82035)	|	0.99982		|	0.42683	(3e-05)
1062	|	17.72997		|	11.67401	(+/-3.14332)	|	1.37717	(+/-0.79557)	|	1.01616		|	0.45543	(1e-05)
1063	|	17.68798		|	11.68474	(+/-3.12152)	|	1.32489	(+/-0.73217)	|	1.01375		|	0.49417	(0.0)
1064	|	17.76405		|	11.77812	(+/-3.15143)	|	1.49456	(+/-0.80308)	|	1.01811		|	0.55642	(0.0)
1065	|	17.45191		|	11.68954	(+/-3.16235)	|	1.37328	(+/-0.78904)	|	1.00022		|	0.53839	(0.0)
1066	|	17.85131		|	11.67415	(+/-3.17909)	|	1.36293	(+/-0.80053)	|	1.02312		|	0.52575	(0.0)
1067	|	17.65226		|	11.66299	(+/-3.16386)	|	1.39404	(+/-0.8149)	|	1.01171		|	0.59627	(0.0)
1068	|	17.69629		|	11.67397	(+/-3.12757)	|	1.44597	(+/-0.88634)	|	1.01423		|	0.58077	(0.0)
1069	|	18.39387		|	11.67768	(+/-3.14284)	|	1.51115	(+/-0.82135)	|	1.05421		|	0.58995	(0.0)
1070	|	18.63209		|	11.70889	(+/-3.13215)	|	1.39253	(+/-0.81814)	|	1.06786		|	0.54826	(0.0)
1071	|	18.18641		|	11.69441	(+/-3.16592)	|	1.30164	(+/-0.76596)	|	1.04232		|	0.52979	(0.0)
1072	|	18.22275		|	11.712	(+/-3.15925)	|	1.3798	(+/-0.78568)	|	1.0444		|	0.50172	(0.0)
1073	|	17.87544		|	11.6682	(+/-3.0925)	|	1.3882	(+/-0.74081)	|	1.0245		|	0.48318	(0.0)
1074	|	18.23731		|	11.77276	(+/-3.12066)	|	1.48446	(+/-0.80002)	|	1.04524		|	0.55293	(0.0)
1075	|	17.93265		|	11.64819	(+/-3.15955)	|	1.43427	(+/-0.90513)	|	1.02778		|	0.63712	(0.0)
1076	|	18.06508		|	11.66076	(+/-3.16445)	|	1.32971	(+/-0.79014)	|	1.03537		|	0.49032	(0.0)
1077	|	17.71134		|	11.72971	(+/-3.14157)	|	1.35516	(+/-0.81819)	|	1.01509		|	0.49568	(0.0)
1078	|	17.35473		|	11.63601	(+/-3.10008)	|	1.37412	(+/-0.76908)	|	0.99466		|	0.56112	(0.0)
1079	|	17.58133		|	11.69479	(+/-3.17804)	|	1.25684	(+/-0.70846)	|	1.00764		|	0.50049	(0.0)
1080	|	17.62571		|	11.70715	(+/-3.11763)	|	1.25756	(+/-0.68316)	|	1.01019		|	0.43257	(2e-05)
1081	|	17.64664		|	11.7263	(+/-3.17742)	|	1.29454	(+/-0.71909)	|	1.01139		|	0.5931	(0.0)
1082	|	17.57047		|	11.6566	(+/-3.11516)	|	1.29461	(+/-0.72172)	|	1.00702		|	0.42858	(3e-05)
1083	|	17.84496		|	11.58843	(+/-3.15394)	|	1.49281	(+/-0.74572)	|	1.02275		|	0.50604	(0.0)
1084	|	17.8984		|	11.61862	(+/-3.19301)	|	1.47861	(+/-0.80997)	|	1.02581		|	0.51674	(0.0)
1085	|	17.7231		|	11.69397	(+/-3.16835)	|	1.50634	(+/-0.84089)	|	1.01577		|	0.57483	(0.0)
1086	|	17.8299		|	11.7078	(+/-3.14651)	|	1.54001	(+/-0.80834)	|	1.02189		|	0.55581	(0.0)
1087	|	17.56188		|	11.62191	(+/-3.14527)	|	1.33432	(+/-0.7638)	|	1.00653		|	0.52667	(0.0)
1088	|	18.023		|	11.65783	(+/-3.22033)	|	1.32313	(+/-0.76385)	|	1.03296		|	0.54829	(0.0)
1089	|	18.53735		|	11.71573	(+/-3.23251)	|	1.42695	(+/-0.80754)	|	1.06243		|	0.53392	(0.0)
1090	|	17.96052		|	11.68442	(+/-3.12564)	|	1.39321	(+/-0.72064)	|	1.02937		|	0.47595	(0.0)
1091	|	18.3741		|	11.77162	(+/-3.19152)	|	1.40669	(+/-0.81288)	|	1.05308		|	0.5397	(0.0)
1092	|	18.66313		|	11.73375	(+/-3.23608)	|	1.30194	(+/-0.72424)	|	1.06964		|	0.53833	(0.0)
1093	|	18.5903		|	11.73288	(+/-3.18508)	|	1.33491	(+/-0.7682)	|	1.06547		|	0.53658	(0.0)
1094	|	18.61521		|	11.76379	(+/-3.18093)	|	1.44023	(+/-0.79225)	|	1.0669		|	0.55019	(0.0)
1095	|	18.40249		|	11.76389	(+/-3.15198)	|	1.48185	(+/-0.85726)	|	1.05471		|	0.50018	(0.0)
1096	|	18.31606		|	11.73483	(+/-3.14832)	|	1.32546	(+/-0.75837)	|	1.04975		|	0.4837	(0.0)
1097	|	18.39908		|	11.72664	(+/-3.20687)	|	1.38998	(+/-0.77592)	|	1.05451		|	0.50588	(0.0)
1098	|	18.44079		|	11.68659	(+/-3.16005)	|	1.30867	(+/-0.72539)	|	1.0569		|	0.41609	(5e-05)
1099	|	18.16888		|	11.67987	(+/-3.14714)	|	1.2868	(+/-0.667)	|	1.04132		|	0.50398	(0.0)
1100	|	17.72592		|	11.63435	(+/-3.12954)	|	1.3131	(+/-0.72676)	|	1.01593		|	0.52384	(0.0)
1101	|	17.96798		|	11.69378	(+/-3.10778)	|	1.39984	(+/-0.70074)	|	1.0298		|	0.43588	(2e-05)
1102	|	18.29476		|	11.74939	(+/-3.20483)	|	1.30488	(+/-0.78514)	|	1.04853		|	0.55637	(0.0)
1103	|	18.90121		|	11.79764	(+/-3.23288)	|	1.30681	(+/-0.84188)	|	1.08329		|	0.51309	(0.0)
1104	|	18.2866		|	11.82191	(+/-3.12901)	|	1.38263	(+/-0.81803)	|	1.04806		|	0.46044	(1e-05)
1105	|	18.21769		|	11.75197	(+/-3.2074)	|	1.32495	(+/-0.73157)	|	1.04411		|	0.49618	(0.0)
1106	|	17.99391		|	11.73898	(+/-3.1844)	|	1.36978	(+/-0.76893)	|	1.03129		|	0.46425	(0.0)
1107	|	17.89307		|	11.62822	(+/-3.16005)	|	1.33735	(+/-0.74897)	|	1.02551		|	0.57408	(0.0)
1108	|	17.53032		|	11.70591	(+/-3.21449)	|	1.30594	(+/-0.76101)	|	1.00472		|	0.55133	(0.0)
1109	|	17.67167		|	11.66416	(+/-3.18339)	|	1.26788	(+/-0.70881)	|	1.01282		|	0.55336	(0.0)
1110	|	17.56112		|	11.71498	(+/-3.19216)	|	1.29345	(+/-0.80075)	|	1.00648		|	0.59496	(0.0)
1111	|	17.57934		|	11.69317	(+/-3.11076)	|	1.36953	(+/-0.75149)	|	1.00753		|	0.4668	(0.0)
1112	|	17.54428		|	11.6518	(+/-3.10097)	|	1.34929	(+/-0.81381)	|	1.00552		|	0.54195	(0.0)
1113	|	17.37743		|	11.60826	(+/-3.12064)	|	1.4139	(+/-0.79248)	|	0.99596		|	0.62743	(0.0)
1114	|	17.80005		|	11.71419	(+/-3.08097)	|	1.32029	(+/-0.69469)	|	1.02018		|	0.50323	(0.0)
1115	|	17.82422		|	11.69245	(+/-3.15893)	|	1.50826	(+/-0.78015)	|	1.02156		|	0.58421	(0.0)
1116	|	17.30692		|	11.73292	(+/-3.17783)	|	1.47939	(+/-0.85343)	|	0.99191		|	0.62486	(0.0)
1117	|	17.76295		|	11.69283	(+/-3.19011)	|	1.37639	(+/-0.83032)	|	1.01805		|	0.58116	(0.0)
1118	|	18.36368		|	11.67776	(+/-3.16246)	|	1.32358	(+/-0.67673)	|	1.05248		|	0.57439	(0.0)
1119	|	17.97848		|	11.63659	(+/-3.18043)	|	1.36953	(+/-0.67517)	|	1.0304		|	0.58913	(0.0)
1120	|	18.00431		|	11.74183	(+/-3.17611)	|	1.4058	(+/-0.79678)	|	1.03188		|	0.55697	(0.0)
1121	|	18.22314		|	11.74109	(+/-3.20327)	|	1.37645	(+/-0.80037)	|	1.04443		|	0.55635	(0.0)
1122	|	17.89052		|	11.68843	(+/-3.18097)	|	1.4301	(+/-0.76899)	|	1.02536		|	0.52861	(0.0)
1123	|	17.6187		|	11.75253	(+/-3.17708)	|	1.36025	(+/-0.81995)	|	1.00978		|	0.5514	(0.0)
1124	|	17.4684		|	11.68136	(+/-3.12734)	|	1.39186	(+/-0.84566)	|	1.00117		|	0.58188	(0.0)
1125	|	18.26021		|	11.71079	(+/-3.17218)	|	1.43313	(+/-0.88432)	|	1.04655		|	0.572	(0.0)
1126	|	18.13673		|	11.78035	(+/-3.13016)	|	1.38235	(+/-0.84743)	|	1.03947		|	0.47136	(0.0)
1127	|	18.44675		|	11.7326	(+/-3.16521)	|	1.47513	(+/-0.87222)	|	1.05724		|	0.61084	(0.0)
1128	|	18.0645		|	11.73738	(+/-3.17157)	|	1.27987	(+/-0.75044)	|	1.03533		|	0.51125	(0.0)
1129	|	18.11832		|	11.7535	(+/-3.18554)	|	1.48987	(+/-0.85481)	|	1.03842		|	0.52461	(0.0)
1130	|	18.3327		|	11.77885	(+/-3.20193)	|	1.53912	(+/-0.87052)	|	1.05071		|	0.60863	(0.0)
1131	|	17.98688		|	11.80708	(+/-3.18458)	|	1.36944	(+/-0.79997)	|	1.03089		|	0.5108	(0.0)
1132	|	18.0379		|	11.78171	(+/-3.20304)	|	1.37103	(+/-0.8536)	|	1.03381		|	0.57307	(0.0)
1133	|	18.71475		|	11.85982	(+/-3.24285)	|	1.55995	(+/-0.98298)	|	1.0726		|	0.53516	(0.0)
1134	|	18.34833		|	11.80564	(+/-3.13848)	|	1.52896	(+/-0.95238)	|	1.0516		|	0.55649	(0.0)
1135	|	18.09388		|	11.88087	(+/-3.17821)	|	1.45891	(+/-0.82689)	|	1.03702		|	0.55404	(0.0)
1136	|	17.74854		|	11.65073	(+/-3.19138)	|	1.42736	(+/-0.81962)	|	1.01723		|	0.48289	(0.0)
1137	|	18.12121		|	11.72576	(+/-3.16791)	|	1.50909	(+/-0.86521)	|	1.03858		|	0.59261	(0.0)
1138	|	18.62858		|	11.86622	(+/-3.22394)	|	1.65867	(+/-0.94735)	|	1.06766		|	0.50089	(0.0)
1139	|	18.29136		|	11.74557	(+/-3.2343)	|	1.59389	(+/-0.9573)	|	1.04834		|	0.61338	(0.0)
1140	|	18.68134		|	11.84405	(+/-3.23326)	|	1.53186	(+/-1.0058)	|	1.07069		|	0.52578	(0.0)
1141	|	18.36636		|	11.81861	(+/-3.18524)	|	1.49966	(+/-0.88849)	|	1.05263		|	0.47591	(0.0)
1142	|	18.27782		|	11.82299	(+/-3.17766)	|	1.46371	(+/-0.92085)	|	1.04756		|	0.48891	(0.0)
1143	|	18.43926		|	11.89558	(+/-3.19602)	|	1.56763	(+/-0.93526)	|	1.05681		|	0.52976	(0.0)
1144	|	18.52006		|	11.88129	(+/-3.22849)	|	1.54575	(+/-0.86347)	|	1.06144		|	0.54589	(0.0)
1145	|	18.60367		|	11.80216	(+/-3.21656)	|	1.46354	(+/-0.78502)	|	1.06624		|	0.47986	(0.0)
1146	|	18.39685		|	11.86277	(+/-3.11883)	|	1.61855	(+/-0.91895)	|	1.05438		|	0.47817	(0.0)
1147	|	18.73132		|	11.74018	(+/-3.20595)	|	1.30923	(+/-0.85543)	|	1.07355		|	0.51325	(0.0)
1148	|	18.60457		|	11.79053	(+/-3.22094)	|	1.44444	(+/-0.97039)	|	1.06629		|	0.5407	(0.0)
1149	|	18.34434		|	11.83056	(+/-3.18118)	|	1.59777	(+/-0.99001)	|	1.05137		|	0.51516	(0.0)
1150	|	17.94503		|	11.71225	(+/-3.21491)	|	1.35893	(+/-0.84886)	|	1.02849		|	0.5724	(0.0)
1151	|	18.32271		|	11.74343	(+/-3.19323)	|	1.41939	(+/-0.86142)	|	1.05013		|	0.54221	(0.0)
1152	|	17.99477		|	11.73165	(+/-3.21198)	|	1.57115	(+/-0.89291)	|	1.03134		|	0.61003	(0.0)
1153	|	18.41468		|	11.8284	(+/-3.20917)	|	1.57313	(+/-1.02294)	|	1.0554		|	0.56729	(0.0)
1154	|	18.28668		|	11.83994	(+/-3.22524)	|	1.37125	(+/-0.87543)	|	1.04807		|	0.5413	(0.0)
1155	|	18.29733		|	11.84401	(+/-3.21605)	|	1.62557	(+/-0.99521)	|	1.04868		|	0.56233	(0.0)
1156	|	18.41153		|	11.7616	(+/-3.21945)	|	1.66196	(+/-1.07287)	|	1.05522		|	0.47833	(0.0)
1157	|	18.49318		|	11.78306	(+/-3.1985)	|	1.57651	(+/-0.97687)	|	1.0599		|	0.4664	(0.0)
1158	|	18.10684		|	11.78964	(+/-3.22251)	|	1.46872	(+/-0.93526)	|	1.03776		|	0.50432	(0.0)
1159	|	17.6876		|	11.69714	(+/-3.10784)	|	1.41269	(+/-0.91424)	|	1.01373		|	0.42553	(3e-05)
1160	|	18.10453		|	11.83927	(+/-3.16124)	|	1.42655	(+/-0.93102)	|	1.03763		|	0.43933	(2e-05)
1161	|	17.71094		|	11.77505	(+/-3.16732)	|	1.45321	(+/-0.86518)	|	1.01507		|	0.44986	(1e-05)
1162	|	18.17756		|	11.81545	(+/-3.20459)	|	1.51066	(+/-0.90964)	|	1.04181		|	0.49581	(0.0)
1163	|	17.98749		|	11.93455	(+/-3.20903)	|	1.49128	(+/-0.86927)	|	1.03092		|	0.42003	(4e-05)
1164	|	17.67674		|	11.72202	(+/-3.15051)	|	1.281	(+/-0.80383)	|	1.01311		|	0.44458	(1e-05)
1165	|	17.5467		|	11.73319	(+/-3.18006)	|	1.42929	(+/-0.82416)	|	1.00566		|	0.49505	(0.0)
1166	|	18.18647		|	11.71797	(+/-3.21079)	|	1.50383	(+/-0.98557)	|	1.04232		|	0.50247	(0.0)
1167	|	17.85921		|	11.67908	(+/-3.26459)	|	1.44211	(+/-0.95139)	|	1.02357		|	0.61261	(0.0)
1168	|	17.78315		|	11.6725	(+/-3.18392)	|	1.41672	(+/-0.81213)	|	1.01921		|	0.54896	(0.0)
1169	|	17.42167		|	11.66396	(+/-3.17963)	|	1.28478	(+/-0.70602)	|	0.99849		|	0.5276	(0.0)
1170	|	18.0158		|	11.71715	(+/-3.18447)	|	1.24894	(+/-0.76422)	|	1.03254		|	0.5084	(0.0)
1171	|	17.96922		|	11.63493	(+/-3.13175)	|	1.29554	(+/-0.70914)	|	1.02987		|	0.4835	(0.0)
1172	|	17.98127		|	11.72286	(+/-3.22078)	|	1.28784	(+/-0.77581)	|	1.03056		|	0.50115	(0.0)
1173	|	17.70756		|	11.73459	(+/-3.19357)	|	1.32032	(+/-0.7657)	|	1.01488		|	0.52205	(0.0)
1174	|	17.93331		|	11.72188	(+/-3.24239)	|	1.37393	(+/-0.90379)	|	1.02782		|	0.55176	(0.0)
1175	|	17.54578		|	11.71575	(+/-3.22139)	|	1.47948	(+/-0.81731)	|	1.0056		|	0.49347	(0.0)
1176	|	17.71465		|	11.67632	(+/-3.18722)	|	1.37798	(+/-0.79677)	|	1.01528		|	0.55071	(0.0)
1177	|	17.76079		|	11.69715	(+/-3.21929)	|	1.32038	(+/-0.7446)	|	1.01793		|	0.53573	(0.0)
1178	|	17.55856		|	11.74924	(+/-3.19752)	|	1.32092	(+/-0.74315)	|	1.00634		|	0.49851	(0.0)
1179	|	17.74115		|	11.6358	(+/-3.17775)	|	1.26761	(+/-0.69266)	|	1.0168		|	0.5767	(0.0)
1180	|	18.01813		|	11.71733	(+/-3.21764)	|	1.39045	(+/-0.81657)	|	1.03268		|	0.54319	(0.0)
1181	|	17.71802		|	11.68597	(+/-3.14697)	|	1.36439	(+/-0.76894)	|	1.01548		|	0.59013	(0.0)
1182	|	18.25073		|	11.67269	(+/-3.24797)	|	1.387	(+/-0.80625)	|	1.04601		|	0.5611	(0.0)
1183	|	17.59669		|	11.63115	(+/-3.21492)	|	1.31912	(+/-0.80495)	|	1.00852		|	0.59158	(0.0)
1184	|	17.97184		|	11.685	(+/-3.23609)	|	1.39228	(+/-0.79529)	|	1.03002		|	0.58672	(0.0)
1185	|	18.11763		|	11.72019	(+/-3.22884)	|	1.40818	(+/-0.75262)	|	1.03838		|	0.5424	(0.0)
1186	|	17.87792		|	11.71806	(+/-3.2499)	|	1.45556	(+/-0.83635)	|	1.02464		|	0.50979	(0.0)
1187	|	17.66962		|	11.68525	(+/-3.20157)	|	1.32822	(+/-0.79657)	|	1.0127		|	0.49869	(0.0)
1188	|	18.13484		|	11.68907	(+/-3.22342)	|	1.43019	(+/-0.85858)	|	1.03937		|	0.53843	(0.0)
1189	|	17.82039		|	11.69375	(+/-3.21489)	|	1.43132	(+/-0.90929)	|	1.02134		|	0.60144	(0.0)
1190	|	18.5935		|	11.72529	(+/-3.24238)	|	1.39388	(+/-0.82092)	|	1.06565		|	0.55328	(0.0)
1191	|	18.41344		|	11.7516	(+/-3.14348)	|	1.56147	(+/-0.9789)	|	1.05533		|	0.53674	(0.0)
1192	|	18.00793		|	11.79816	(+/-3.2562)	|	1.57462	(+/-0.99557)	|	1.03209		|	0.58215	(0.0)
1193	|	18.19905		|	11.67389	(+/-3.22164)	|	1.51541	(+/-0.92794)	|	1.04305		|	0.51805	(0.0)
1194	|	17.6832		|	11.71683	(+/-3.19709)	|	1.40693	(+/-0.79249)	|	1.01348		|	0.55757	(0.0)
1195	|	17.87723		|	11.6761	(+/-3.23724)	|	1.28005	(+/-0.75254)	|	1.0246		|	0.55643	(0.0)
1196	|	17.74876		|	11.64119	(+/-3.12748)	|	1.23092	(+/-0.64268)	|	1.01724		|	0.60509	(0.0)
1197	|	17.47818		|	11.61572	(+/-3.13167)	|	1.25215	(+/-0.65667)	|	1.00173		|	0.52193	(0.0)
1198	|	17.81908		|	11.68188	(+/-3.11495)	|	1.39162	(+/-0.68156)	|	1.02127		|	0.52974	(0.0)
1199	|	17.70939		|	11.6673	(+/-3.09725)	|	1.25874	(+/-0.64824)	|	1.01498		|	0.56973	(0.0)
1200	|	17.98213		|	11.70132	(+/-3.18639)	|	1.45312	(+/-0.86428)	|	1.03061		|	0.56151	(0.0)
1201	|	18.20483		|	11.85747	(+/-3.18216)	|	1.62914	(+/-0.83166)	|	1.04338		|	0.54754	(0.0)
1202	|	18.0339		|	11.77966	(+/-3.14865)	|	1.38499	(+/-0.76601)	|	1.03358		|	0.48997	(0.0)
1203	|	17.84305		|	11.73533	(+/-3.12389)	|	1.4484	(+/-0.84101)	|	1.02264		|	0.57303	(0.0)
1204	|	17.84104		|	11.72663	(+/-3.07247)	|	1.5265	(+/-0.83312)	|	1.02253		|	0.53294	(0.0)
1205	|	17.6508		|	11.6947	(+/-3.04215)	|	1.5955	(+/-0.89216)	|	1.01162		|	0.4678	(0.0)
1206	|	17.67505		|	11.65173	(+/-3.15972)	|	1.25677	(+/-0.66685)	|	1.01301		|	0.44463	(1e-05)
1207	|	17.77288		|	11.72632	(+/-3.14827)	|	1.47189	(+/-0.80688)	|	1.01862		|	0.57744	(0.0)
1208	|	17.94535		|	11.78201	(+/-3.13288)	|	1.36552	(+/-0.71894)	|	1.02851		|	0.48851	(0.0)
1209	|	18.08001		|	11.69921	(+/-3.16005)	|	1.40793	(+/-0.78816)	|	1.03622		|	0.56735	(0.0)
1210	|	17.72349		|	11.62504	(+/-3.16382)	|	1.31724	(+/-0.81155)	|	1.01579		|	0.55577	(0.0)
1211	|	17.62565		|	11.65982	(+/-3.14846)	|	1.35974	(+/-0.78336)	|	1.01018		|	0.54362	(0.0)
1212	|	17.99187		|	11.7409	(+/-3.15702)	|	1.4153	(+/-0.80035)	|	1.03117		|	0.48813	(0.0)
1213	|	17.8425		|	11.70639	(+/-3.10828)	|	1.4339	(+/-0.77801)	|	1.02261		|	0.41735	(5e-05)
1214	|	18.77144		|	11.72148	(+/-3.20517)	|	1.53042	(+/-0.87477)	|	1.07585		|	0.58438	(0.0)
1215	|	18.14826		|	11.71052	(+/-3.19849)	|	1.45971	(+/-0.77659)	|	1.04013		|	0.49455	(0.0)
1216	|	18.16346		|	11.73776	(+/-3.18407)	|	1.48934	(+/-0.8127)	|	1.04101		|	0.60808	(0.0)
1217	|	18.32667		|	11.79069	(+/-3.20853)	|	1.43277	(+/-0.90181)	|	1.05036		|	0.55183	(0.0)
1218	|	18.05208		|	11.73515	(+/-3.12637)	|	1.40651	(+/-0.84903)	|	1.03462		|	0.52817	(0.0)
