Conf|	Rayon Giration	|	Distance		|		RMSD		|	Ratio Giration	|	Correlation	(p-value)
REF	|	17.44799		|			0
1722	|	18.49049		|	11.72254	(+/-3.26732)	|	1.6443	(+/-0.9573)	|	1.05975		|	0.58577	(0.0)
1723	|	17.95515		|	11.69176	(+/-3.22364)	|	1.57543	(+/-0.83371)	|	1.02907		|	0.58491	(0.0)
1724	|	18.55698		|	11.77379	(+/-3.19527)	|	1.59336	(+/-0.97861)	|	1.06356		|	0.49943	(0.0)
1725	|	18.45701		|	11.71059	(+/-3.24017)	|	1.56364	(+/-0.80314)	|	1.05783		|	0.49884	(0.0)
1726	|	18.55565		|	11.76899	(+/-3.26582)	|	1.60889	(+/-0.91776)	|	1.06348		|	0.53191	(0.0)
1727	|	18.85418		|	11.80615	(+/-3.26128)	|	1.64004	(+/-0.88974)	|	1.08059		|	0.56985	(0.0)
1728	|	18.19921		|	11.72054	(+/-3.21783)	|	1.58538	(+/-0.82022)	|	1.04305		|	0.52166	(0.0)
1729	|	18.50347		|	11.79214	(+/-3.26271)	|	1.57906	(+/-0.82175)	|	1.06049		|	0.56609	(0.0)
1730	|	18.52558		|	11.76426	(+/-3.24415)	|	1.71836	(+/-0.95701)	|	1.06176		|	0.59605	(0.0)
1731	|	17.72741		|	11.7117	(+/-3.18421)	|	1.54249	(+/-0.86065)	|	1.01601		|	0.53215	(0.0)
1732	|	18.1897		|	11.74857	(+/-3.26081)	|	1.67931	(+/-0.92612)	|	1.04251		|	0.46822	(0.0)
1733	|	18.81471		|	11.83776	(+/-3.24948)	|	1.88886	(+/-1.0456)	|	1.07833		|	0.54609	(0.0)
1734	|	18.64435		|	11.90166	(+/-3.25309)	|	1.67322	(+/-0.97144)	|	1.06857		|	0.46993	(0.0)
1735	|	18.56895		|	11.86738	(+/-3.19872)	|	1.60021	(+/-0.89885)	|	1.06425		|	0.50795	(0.0)
1736	|	18.4077		|	11.80853	(+/-3.20907)	|	1.57617	(+/-0.85239)	|	1.055		|	0.48054	(0.0)
1737	|	18.68545		|	11.93112	(+/-3.23368)	|	1.65204	(+/-0.86779)	|	1.07092		|	0.50745	(0.0)
1738	|	18.39073		|	11.8008	(+/-3.21143)	|	1.50202	(+/-0.7679)	|	1.05403		|	0.55776	(0.0)
1739	|	18.66353		|	11.85445	(+/-3.26455)	|	1.68016	(+/-0.98099)	|	1.06967		|	0.55081	(0.0)
1740	|	18.55841		|	11.80745	(+/-3.24203)	|	1.55479	(+/-0.95778)	|	1.06364		|	0.48541	(0.0)
1741	|	18.39099		|	11.85171	(+/-3.24545)	|	1.76233	(+/-1.03241)	|	1.05405		|	0.48024	(0.0)
1742	|	18.43448		|	11.78412	(+/-3.24724)	|	1.60659	(+/-1.01153)	|	1.05654		|	0.47431	(0.0)
1743	|	17.93795		|	11.82375	(+/-3.23246)	|	1.59134	(+/-0.97517)	|	1.02808		|	0.51281	(0.0)
1744	|	18.88175		|	11.87992	(+/-3.31953)	|	1.72784	(+/-0.97054)	|	1.08217		|	0.6084	(0.0)
1745	|	18.52049		|	11.82132	(+/-3.27242)	|	1.69274	(+/-1.02237)	|	1.06147		|	0.48849	(0.0)
1746	|	18.53799		|	11.78365	(+/-3.28381)	|	1.64093	(+/-0.98479)	|	1.06247		|	0.44858	(1e-05)
1747	|	18.7907		|	11.82432	(+/-3.25375)	|	1.61394	(+/-0.94902)	|	1.07695		|	0.49956	(0.0)
1748	|	18.50744		|	11.77827	(+/-3.29975)	|	1.72045	(+/-1.02909)	|	1.06072		|	0.50869	(0.0)
1749	|	18.745		|	11.86256	(+/-3.28575)	|	1.75398	(+/-1.04395)	|	1.07434		|	0.49185	(0.0)
1750	|	18.93803		|	11.82518	(+/-3.27063)	|	1.6901	(+/-1.04161)	|	1.0854		|	0.46819	(0.0)
1751	|	18.46209		|	11.80969	(+/-3.25956)	|	1.69163	(+/-0.93514)	|	1.05812		|	0.47944	(0.0)
1752	|	18.9651		|	11.79791	(+/-3.24034)	|	1.76294	(+/-0.9563)	|	1.08695		|	0.50823	(0.0)
1753	|	19.02234		|	11.7961	(+/-3.23813)	|	1.66931	(+/-0.98667)	|	1.09023		|	0.50473	(0.0)
1754	|	18.94266		|	11.81247	(+/-3.22591)	|	1.77149	(+/-0.96677)	|	1.08566		|	0.50814	(0.0)
1755	|	18.69375		|	11.76349	(+/-3.27801)	|	1.63049	(+/-0.92074)	|	1.0714		|	0.51769	(0.0)
1756	|	18.97033		|	11.82666	(+/-3.2863)	|	1.75909	(+/-0.9428)	|	1.08725		|	0.46991	(0.0)
1757	|	18.91604		|	11.90354	(+/-3.28369)	|	1.67722	(+/-0.99311)	|	1.08414		|	0.52315	(0.0)
1758	|	19.05261		|	11.92743	(+/-3.29265)	|	1.86881	(+/-1.08493)	|	1.09197		|	0.53112	(0.0)
1759	|	19.29838		|	11.89322	(+/-3.29946)	|	1.74659	(+/-1.10158)	|	1.10605		|	0.51055	(0.0)
1760	|	18.56494		|	11.8534	(+/-3.21256)	|	1.67897	(+/-0.93423)	|	1.06402		|	0.4836	(0.0)
1761	|	18.6438		|	11.86883	(+/-3.19426)	|	1.71867	(+/-0.91029)	|	1.06854		|	0.45976	(1e-05)
1762	|	18.78355		|	11.87803	(+/-3.25195)	|	1.6921	(+/-0.91989)	|	1.07655		|	0.47344	(0.0)
1763	|	18.32956		|	11.7943	(+/-3.20619)	|	1.6175	(+/-0.81445)	|	1.05053		|	0.53865	(0.0)
1764	|	18.4151		|	11.79928	(+/-3.19057)	|	1.49592	(+/-0.77408)	|	1.05543		|	0.49639	(0.0)
1765	|	18.51096		|	11.82124	(+/-3.21893)	|	1.53191	(+/-0.83931)	|	1.06092		|	0.48829	(0.0)
1766	|	18.72561		|	11.83576	(+/-3.2199)	|	1.5844	(+/-0.89816)	|	1.07322		|	0.4764	(0.0)
1767	|	18.54011		|	11.81601	(+/-3.1855)	|	1.68482	(+/-0.9081)	|	1.06259		|	0.45638	(1e-05)
1768	|	18.62937		|	11.80349	(+/-3.20439)	|	1.67428	(+/-0.88191)	|	1.06771		|	0.50641	(0.0)
1769	|	18.48205		|	11.81893	(+/-3.1565)	|	1.55466	(+/-0.85592)	|	1.05927		|	0.49075	(0.0)
1770	|	18.09245		|	11.76409	(+/-3.21834)	|	1.63435	(+/-0.89145)	|	1.03694		|	0.46907	(0.0)
1771	|	18.57079		|	11.8171	(+/-3.20144)	|	1.65743	(+/-0.87754)	|	1.06435		|	0.5299	(0.0)
1772	|	18.45176		|	11.83337	(+/-3.18779)	|	1.63247	(+/-0.92009)	|	1.05753		|	0.5062	(0.0)
1773	|	18.4987		|	11.84381	(+/-3.19234)	|	1.75699	(+/-0.87817)	|	1.06022		|	0.47612	(0.0)
1774	|	18.63365		|	11.93305	(+/-3.22375)	|	1.58694	(+/-0.8964)	|	1.06795		|	0.43047	(3e-05)
1775	|	18.42488		|	11.83514	(+/-3.19316)	|	1.593	(+/-0.89863)	|	1.05599		|	0.48876	(0.0)
1776	|	18.68465		|	11.94272	(+/-3.13291)	|	1.67072	(+/-0.83913)	|	1.07088		|	0.46464	(0.0)
1777	|	18.28777		|	11.79245	(+/-3.1666)	|	1.49865	(+/-0.86023)	|	1.04813		|	0.4119	(6e-05)
1778	|	18.3871		|	11.94444	(+/-3.15325)	|	1.605	(+/-0.87717)	|	1.05382		|	0.42346	(4e-05)
1779	|	18.72696		|	11.9178	(+/-3.22313)	|	1.72012	(+/-0.93276)	|	1.0733		|	0.44743	(1e-05)
1780	|	18.89068		|	11.85692	(+/-3.23843)	|	1.76778	(+/-1.0492)	|	1.08268		|	0.53208	(0.0)
1781	|	18.30307		|	11.78782	(+/-3.19515)	|	1.64921	(+/-0.97389)	|	1.04901		|	0.49337	(0.0)
1782	|	18.96785		|	11.84371	(+/-3.22879)	|	1.81294	(+/-0.98976)	|	1.08711		|	0.50061	(0.0)
1783	|	18.47112		|	11.73445	(+/-3.10792)	|	1.53636	(+/-0.83472)	|	1.05864		|	0.43204	(2e-05)
1784	|	18.65776		|	11.76437	(+/-3.22018)	|	1.66212	(+/-0.97794)	|	1.06934		|	0.51305	(0.0)
1785	|	18.00956		|	11.74318	(+/-3.19653)	|	1.57846	(+/-0.92589)	|	1.03219		|	0.43234	(2e-05)
1786	|	18.5348		|	11.81827	(+/-3.20033)	|	1.72487	(+/-1.01893)	|	1.06229		|	0.49593	(0.0)
1787	|	18.27791		|	11.74578	(+/-3.20245)	|	1.65114	(+/-0.88371)	|	1.04757		|	0.4407	(2e-05)
1788	|	17.79905		|	11.81027	(+/-3.20393)	|	1.47635	(+/-0.8696)	|	1.02012		|	0.46739	(0.0)
1789	|	18.10381		|	11.82974	(+/-3.23971)	|	1.51599	(+/-0.89525)	|	1.03759		|	0.45339	(1e-05)
1790	|	18.65293		|	11.81235	(+/-3.26516)	|	1.65136	(+/-0.99299)	|	1.06906		|	0.52789	(0.0)
1791	|	18.13077		|	11.81541	(+/-3.22499)	|	1.62922	(+/-0.94917)	|	1.03913		|	0.4998	(0.0)
1792	|	17.90424		|	11.73931	(+/-3.23716)	|	1.49902	(+/-0.8595)	|	1.02615		|	0.49086	(0.0)
1793	|	18.77994		|	11.84798	(+/-3.24724)	|	1.70096	(+/-0.98893)	|	1.07634		|	0.57151	(0.0)
1794	|	18.01653		|	11.8446	(+/-3.22937)	|	1.65195	(+/-0.98648)	|	1.03258		|	0.5002	(0.0)
1795	|	18.80004		|	11.86258	(+/-3.22717)	|	1.82322	(+/-1.18379)	|	1.07749		|	0.55771	(0.0)
1796	|	18.69588		|	11.91146	(+/-3.22936)	|	1.61471	(+/-1.00218)	|	1.07152		|	0.52301	(0.0)
1797	|	18.6883		|	11.805	(+/-3.2131)	|	1.68358	(+/-1.06325)	|	1.07109		|	0.51178	(0.0)
1798	|	19.09921		|	11.81172	(+/-3.23683)	|	1.63049	(+/-0.94153)	|	1.09464		|	0.49734	(0.0)
1799	|	18.96029		|	11.91083	(+/-3.25843)	|	1.68715	(+/-0.90142)	|	1.08667		|	0.4447	(1e-05)
1800	|	18.41405		|	11.79216	(+/-3.20838)	|	1.45953	(+/-0.86298)	|	1.05537		|	0.45834	(1e-05)
1801	|	18.11965		|	11.82005	(+/-3.24153)	|	1.44078	(+/-0.86467)	|	1.03849		|	0.48477	(0.0)
1802	|	17.65705		|	11.75095	(+/-3.2243)	|	1.46818	(+/-0.97047)	|	1.01198		|	0.4797	(0.0)
1803	|	18.27408		|	11.88727	(+/-3.27083)	|	1.6257	(+/-0.98936)	|	1.04735		|	0.52771	(0.0)
1804	|	18.62778		|	11.82143	(+/-3.30669)	|	1.70884	(+/-0.99434)	|	1.06762		|	0.5387	(0.0)
1805	|	18.70086		|	11.89961	(+/-3.30397)	|	1.65093	(+/-0.93878)	|	1.07181		|	0.48491	(0.0)
1806	|	18.77633		|	11.89996	(+/-3.27612)	|	1.69265	(+/-0.90049)	|	1.07613		|	0.47405	(0.0)
1807	|	18.93531		|	11.85766	(+/-3.22472)	|	1.65837	(+/-0.94374)	|	1.08524		|	0.48781	(0.0)
1808	|	18.33303		|	11.80051	(+/-3.14726)	|	1.53647	(+/-0.86501)	|	1.05072		|	0.40491	(8e-05)
1809	|	19.0498		|	11.92683	(+/-3.25775)	|	1.72584	(+/-1.00321)	|	1.09181		|	0.40735	(7e-05)
1810	|	18.80376		|	11.89851	(+/-3.23766)	|	1.69317	(+/-0.93705)	|	1.0777		|	0.43072	(3e-05)
1811	|	18.86346		|	11.90539	(+/-3.25717)	|	1.71566	(+/-0.98928)	|	1.08113		|	0.45771	(1e-05)
1812	|	18.63892		|	11.86129	(+/-3.21121)	|	1.73826	(+/-1.00053)	|	1.06826		|	0.43058	(3e-05)
1813	|	18.48314		|	11.82988	(+/-3.25327)	|	1.60994	(+/-0.93445)	|	1.05933		|	0.48418	(0.0)
1814	|	19.05352		|	11.88689	(+/-3.24694)	|	1.78385	(+/-1.05011)	|	1.09202		|	0.44431	(1e-05)
1815	|	19.76035		|	11.93488	(+/-3.29018)	|	1.80392	(+/-0.97334)	|	1.13253		|	0.51816	(0.0)
1816	|	19.23261		|	11.84953	(+/-3.24635)	|	1.76633	(+/-1.01967)	|	1.10228		|	0.52977	(0.0)
1817	|	18.68245		|	11.80027	(+/-3.19411)	|	1.59421	(+/-0.89972)	|	1.07075		|	0.47977	(0.0)
1818	|	18.67703		|	11.79589	(+/-3.22794)	|	1.60146	(+/-0.90059)	|	1.07044		|	0.51919	(0.0)
1819	|	18.0671		|	11.86603	(+/-3.25301)	|	1.53859	(+/-0.84026)	|	1.03548		|	0.54679	(0.0)
1820	|	18.47199		|	11.82498	(+/-3.19456)	|	1.47142	(+/-0.85337)	|	1.05869		|	0.49714	(0.0)
1821	|	18.83951		|	11.79769	(+/-3.24382)	|	1.38853	(+/-0.84186)	|	1.07975		|	0.52011	(0.0)
1822	|	17.847		|	11.75779	(+/-3.15812)	|	1.27688	(+/-0.81964)	|	1.02287		|	0.44441	(1e-05)
1823	|	18.45534		|	11.84652	(+/-3.22032)	|	1.39375	(+/-0.74039)	|	1.05773		|	0.46425	(0.0)
1824	|	17.56874		|	11.72565	(+/-3.15708)	|	1.37585	(+/-0.71537)	|	1.00692		|	0.45298	(1e-05)
1825	|	17.79363		|	11.71781	(+/-3.1935)	|	1.42931	(+/-0.72551)	|	1.01981		|	0.55011	(0.0)
1826	|	17.94623		|	11.73673	(+/-3.18516)	|	1.46126	(+/-0.71817)	|	1.02856		|	0.52779	(0.0)
1827	|	18.07626		|	11.75705	(+/-3.1791)	|	1.45932	(+/-0.7021)	|	1.03601		|	0.45566	(1e-05)
1828	|	17.87021		|	11.82679	(+/-3.21856)	|	1.32708	(+/-0.76026)	|	1.0242		|	0.44388	(1e-05)
1829	|	17.85936		|	11.82217	(+/-3.18046)	|	1.34152	(+/-0.71258)	|	1.02358		|	0.41799	(5e-05)
1830	|	17.54187		|	11.77506	(+/-3.18822)	|	1.36068	(+/-0.68658)	|	1.00538		|	0.46348	(0.0)
1831	|	18.43032		|	11.76287	(+/-3.19958)	|	1.38491	(+/-0.76108)	|	1.0563		|	0.42689	(3e-05)
1832	|	17.67692		|	11.81431	(+/-3.11078)	|	1.47319	(+/-0.8568)	|	1.01312		|	0.47307	(0.0)
1833	|	17.33266		|	11.79957	(+/-3.10161)	|	1.44757	(+/-0.81898)	|	0.99339		|	0.49922	(0.0)
1834	|	17.44941		|	11.76959	(+/-3.18317)	|	1.50114	(+/-0.73969)	|	1.00008		|	0.44348	(1e-05)
1835	|	17.61272		|	11.7385	(+/-3.147)	|	1.63555	(+/-0.76878)	|	1.00944		|	0.42143	(4e-05)
1836	|	17.89378		|	11.76896	(+/-3.14779)	|	1.63203	(+/-0.83639)	|	1.02555		|	0.49049	(0.0)
1837	|	17.82161		|	11.72966	(+/-3.12088)	|	1.57512	(+/-0.80388)	|	1.02141		|	0.46617	(0.0)
1838	|	17.60264		|	11.7484	(+/-3.10315)	|	1.479	(+/-0.88565)	|	1.00886		|	0.48879	(0.0)
1839	|	17.47804		|	11.73872	(+/-3.12923)	|	1.5409	(+/-0.97611)	|	1.00172		|	0.50264	(0.0)
1840	|	18.47546		|	11.84875	(+/-3.17284)	|	1.59247	(+/-1.01707)	|	1.05889		|	0.42564	(3e-05)
1841	|	18.08057		|	11.83654	(+/-3.21291)	|	1.67282	(+/-1.01533)	|	1.03626		|	0.49169	(0.0)
1842	|	18.13689		|	11.76757	(+/-3.18859)	|	1.36405	(+/-0.83998)	|	1.03948		|	0.51284	(0.0)
1843	|	17.66492		|	11.8507	(+/-3.13553)	|	1.45776	(+/-0.75609)	|	1.01243		|	0.43144	(2e-05)
1844	|	18.04718		|	11.77569	(+/-3.12512)	|	1.5622	(+/-0.80758)	|	1.03434		|	0.50783	(0.0)
1845	|	17.90204		|	11.81383	(+/-3.1763)	|	1.52843	(+/-0.84517)	|	1.02602		|	0.48843	(0.0)
1846	|	18.29942		|	11.73888	(+/-3.1121)	|	1.58425	(+/-0.86462)	|	1.0488		|	0.47613	(0.0)
1847	|	17.66766		|	11.73281	(+/-3.09085)	|	1.56019	(+/-0.85088)	|	1.01259		|	0.50616	(0.0)
1848	|	17.96823		|	11.72002	(+/-3.16389)	|	1.45275	(+/-0.78422)	|	1.02982		|	0.52286	(0.0)
1849	|	18.42985		|	11.74561	(+/-3.17207)	|	1.39879	(+/-0.85519)	|	1.05627		|	0.51233	(0.0)
1850	|	18.73408		|	11.84993	(+/-3.1791)	|	1.71479	(+/-0.96805)	|	1.07371		|	0.51311	(0.0)
1851	|	18.59432		|	11.78244	(+/-3.19735)	|	1.52696	(+/-0.89068)	|	1.0657		|	0.53355	(0.0)
1852	|	17.83338		|	11.84562	(+/-3.22751)	|	1.6755	(+/-1.00978)	|	1.02209		|	0.50247	(0.0)
1853	|	17.81624		|	11.80016	(+/-3.19189)	|	1.52713	(+/-0.92362)	|	1.02111		|	0.45558	(1e-05)
1854	|	17.95641		|	11.78531	(+/-3.18296)	|	1.6463	(+/-0.90823)	|	1.02914		|	0.52007	(0.0)
1855	|	18.17273		|	11.7797	(+/-3.10397)	|	1.49061	(+/-0.87961)	|	1.04154		|	0.46719	(0.0)
1856	|	18.61469		|	11.78769	(+/-3.21609)	|	1.51367	(+/-0.90299)	|	1.06687		|	0.51179	(0.0)
1857	|	17.60522		|	11.73263	(+/-3.19318)	|	1.52266	(+/-0.93288)	|	1.00901		|	0.49467	(0.0)
1858	|	17.70314		|	11.8545	(+/-3.21835)	|	1.61494	(+/-0.93302)	|	1.01462		|	0.4634	(0.0)
1859	|	17.49944		|	11.83992	(+/-3.19713)	|	1.69216	(+/-0.95649)	|	1.00295		|	0.47907	(0.0)
1860	|	17.57701		|	11.80069	(+/-3.24665)	|	1.46211	(+/-0.7435)	|	1.00739		|	0.44191	(1e-05)
1861	|	17.60927		|	11.72687	(+/-3.23528)	|	1.45411	(+/-0.79467)	|	1.00924		|	0.51707	(0.0)
1862	|	17.97357		|	11.84507	(+/-3.22116)	|	1.59474	(+/-0.86325)	|	1.03012		|	0.52979	(0.0)
1863	|	17.88613		|	11.74094	(+/-3.21678)	|	1.40858	(+/-0.84235)	|	1.02511		|	0.51466	(0.0)
1864	|	18.16654		|	11.83816	(+/-3.28801)	|	1.62234	(+/-0.91924)	|	1.04118		|	0.55187	(0.0)
1865	|	17.72851		|	11.84461	(+/-3.2033)	|	1.60409	(+/-0.88025)	|	1.01608		|	0.48326	(0.0)
1866	|	18.42224		|	11.91656	(+/-3.2264)	|	1.65123	(+/-0.90903)	|	1.05584		|	0.50864	(0.0)
1867	|	17.71318		|	11.71641	(+/-3.18123)	|	1.43642	(+/-0.82583)	|	1.0152		|	0.50701	(0.0)
1868	|	17.56906		|	11.73908	(+/-3.19685)	|	1.45268	(+/-0.79646)	|	1.00694		|	0.4764	(0.0)
1869	|	18.11246		|	11.80189	(+/-3.17235)	|	1.54066	(+/-0.98544)	|	1.03808		|	0.46201	(1e-05)
1870	|	17.64872		|	11.74655	(+/-3.2353)	|	1.50865	(+/-0.88951)	|	1.0115		|	0.45294	(1e-05)
1871	|	18.01533		|	11.92245	(+/-3.24044)	|	1.51544	(+/-0.90556)	|	1.03252		|	0.4537	(1e-05)
1872	|	17.73525		|	11.67836	(+/-3.20593)	|	1.38242	(+/-0.87292)	|	1.01646		|	0.48732	(0.0)
1873	|	18.07		|	11.79119	(+/-3.23634)	|	1.42597	(+/-0.9551)	|	1.03565		|	0.46421	(0.0)
1874	|	17.78611		|	11.89346	(+/-3.22085)	|	1.52631	(+/-0.93884)	|	1.01938		|	0.48735	(0.0)
1875	|	18.15242		|	11.76143	(+/-3.24812)	|	1.48194	(+/-0.96995)	|	1.04037		|	0.44123	(2e-05)
1876	|	18.33987		|	11.75706	(+/-3.24434)	|	1.5043	(+/-0.91344)	|	1.05112		|	0.43505	(2e-05)
1877	|	18.82815		|	11.8537	(+/-3.28212)	|	1.63283	(+/-0.90112)	|	1.0791		|	0.51842	(0.0)
1878	|	18.47636		|	11.7408	(+/-3.25348)	|	1.50021	(+/-0.92444)	|	1.05894		|	0.51828	(0.0)
1879	|	18.3564		|	11.83016	(+/-3.26699)	|	1.74087	(+/-0.99575)	|	1.05206		|	0.49612	(0.0)
1880	|	18.06783		|	11.69976	(+/-3.2067)	|	1.53181	(+/-1.03661)	|	1.03552		|	0.50533	(0.0)
1881	|	18.21706		|	11.74005	(+/-3.22431)	|	1.58493	(+/-0.99663)	|	1.04408		|	0.47339	(0.0)
1882	|	18.46377		|	11.80346	(+/-3.22087)	|	1.57022	(+/-0.97439)	|	1.05822		|	0.48095	(0.0)
1883	|	18.46317		|	11.78581	(+/-3.21417)	|	1.57512	(+/-1.00151)	|	1.05818		|	0.42555	(3e-05)
1884	|	18.74991		|	11.78498	(+/-3.2293)	|	1.51623	(+/-1.00488)	|	1.07462		|	0.4664	(0.0)
1885	|	18.44129		|	11.74248	(+/-3.25673)	|	1.55545	(+/-0.99963)	|	1.05693		|	0.51163	(0.0)
1886	|	18.87793		|	11.88382	(+/-3.26534)	|	1.73016	(+/-1.06187)	|	1.08195		|	0.49838	(0.0)
1887	|	18.56817		|	11.78328	(+/-3.23685)	|	1.55423	(+/-0.91211)	|	1.0642		|	0.45479	(1e-05)
1888	|	18.1085		|	11.80011	(+/-3.21433)	|	1.53358	(+/-0.92634)	|	1.03786		|	0.43626	(2e-05)
1889	|	18.55386		|	11.73928	(+/-3.26897)	|	1.5662	(+/-0.9039)	|	1.06338		|	0.44625	(1e-05)
1890	|	18.26404		|	11.81019	(+/-3.21884)	|	1.62866	(+/-0.90033)	|	1.04677		|	0.51479	(0.0)
1891	|	18.68997		|	11.85223	(+/-3.31822)	|	1.64154	(+/-1.01855)	|	1.07118		|	0.5131	(0.0)
1892	|	18.29283		|	11.80297	(+/-3.22082)	|	1.55301	(+/-0.83827)	|	1.04842		|	0.52119	(0.0)
1893	|	18.79468		|	11.84208	(+/-3.28369)	|	1.59903	(+/-0.9366)	|	1.07718		|	0.53312	(0.0)
1894	|	19.01141		|	11.86931	(+/-3.23569)	|	1.62422	(+/-0.93634)	|	1.0896		|	0.45122	(1e-05)
1895	|	18.8737		|	11.8778	(+/-3.276)	|	1.8252	(+/-1.1064)	|	1.08171		|	0.46818	(0.0)
1896	|	18.60452		|	11.85006	(+/-3.24367)	|	1.56877	(+/-0.98837)	|	1.06628		|	0.45893	(1e-05)
1897	|	18.88406		|	11.82874	(+/-3.31224)	|	1.54044	(+/-1.08074)	|	1.08231		|	0.46896	(0.0)
1898	|	18.54407		|	11.78363	(+/-3.27747)	|	1.55973	(+/-1.06994)	|	1.06282		|	0.5114	(0.0)
1899	|	18.09931		|	11.76615	(+/-3.27171)	|	1.65114	(+/-1.00331)	|	1.03733		|	0.48433	(0.0)
1900	|	18.55026		|	11.78826	(+/-3.2666)	|	1.54194	(+/-1.03303)	|	1.06317		|	0.47434	(0.0)
1901	|	18.75808		|	11.76807	(+/-3.29902)	|	1.67408	(+/-1.11191)	|	1.07509		|	0.50524	(0.0)
1902	|	18.15507		|	11.76745	(+/-3.27855)	|	1.58344	(+/-0.98652)	|	1.04053		|	0.43474	(2e-05)
1903	|	18.2641		|	11.90287	(+/-3.24167)	|	1.68058	(+/-1.11432)	|	1.04677		|	0.43763	(2e-05)
1904	|	18.10344		|	11.76598	(+/-3.27173)	|	1.49144	(+/-0.97748)	|	1.03757		|	0.50296	(0.0)
1905	|	17.70778		|	11.74365	(+/-3.17007)	|	1.36112	(+/-0.94921)	|	1.01489		|	0.45768	(1e-05)
1906	|	17.95563		|	11.73599	(+/-3.17028)	|	1.33727	(+/-0.83264)	|	1.02909		|	0.45905	(1e-05)
1907	|	17.82706		|	11.76823	(+/-3.21362)	|	1.48871	(+/-0.98275)	|	1.02173		|	0.4822	(0.0)
1908	|	18.14402		|	11.77712	(+/-3.19111)	|	1.43809	(+/-0.82857)	|	1.03989		|	0.45709	(1e-05)
1909	|	18.02599		|	11.81249	(+/-3.20518)	|	1.41784	(+/-0.86537)	|	1.03313		|	0.44441	(1e-05)
1910	|	18.45218		|	11.82397	(+/-3.29713)	|	1.83076	(+/-1.0641)	|	1.05755		|	0.49552	(0.0)
1911	|	18.82373		|	11.7524	(+/-3.24934)	|	1.76287	(+/-1.02758)	|	1.07885		|	0.53993	(0.0)
1912	|	18.23937		|	11.7447	(+/-3.27129)	|	1.57868	(+/-0.97907)	|	1.04536		|	0.48582	(0.0)
1913	|	18.10781		|	11.79541	(+/-3.28417)	|	1.56133	(+/-0.99187)	|	1.03782		|	0.50461	(0.0)
1914	|	18.68631		|	11.85028	(+/-3.28363)	|	1.59645	(+/-0.98649)	|	1.07097		|	0.49604	(0.0)
1915	|	18.57769		|	11.73584	(+/-3.2563)	|	1.62689	(+/-0.98758)	|	1.06475		|	0.48648	(0.0)
1916	|	19.1561		|	11.69187	(+/-3.32771)	|	1.63108	(+/-1.02244)	|	1.0979		|	0.46913	(0.0)
1917	|	18.68704		|	11.78779	(+/-3.30738)	|	1.72459	(+/-0.94463)	|	1.07101		|	0.52673	(0.0)
1918	|	18.26978		|	11.73732	(+/-3.28107)	|	1.55776	(+/-0.89452)	|	1.0471		|	0.54966	(0.0)
1919	|	18.59378		|	11.79436	(+/-3.35123)	|	1.54983	(+/-0.96109)	|	1.06567		|	0.51243	(0.0)
1920	|	18.31941		|	11.71944	(+/-3.24267)	|	1.58713	(+/-0.96551)	|	1.04994		|	0.48176	(0.0)
1921	|	18.14053		|	11.73868	(+/-3.26996)	|	1.51099	(+/-0.86267)	|	1.03969		|	0.44745	(1e-05)
1922	|	18.15533		|	11.68583	(+/-3.20584)	|	1.48651	(+/-0.82881)	|	1.04054		|	0.44011	(2e-05)
1923	|	18.3678		|	11.73095	(+/-3.25461)	|	1.50279	(+/-0.86469)	|	1.05272		|	0.52668	(0.0)
1924	|	17.98753		|	11.74761	(+/-3.25199)	|	1.57917	(+/-0.96928)	|	1.03092		|	0.43238	(2e-05)
1925	|	17.93053		|	11.69638	(+/-3.17319)	|	1.55751	(+/-0.89889)	|	1.02766		|	0.44359	(1e-05)
1926	|	17.60347		|	11.72246	(+/-3.19898)	|	1.46813	(+/-0.89211)	|	1.00891		|	0.44051	(2e-05)
1927	|	18.44092		|	11.75243	(+/-3.30413)	|	1.50942	(+/-0.91096)	|	1.05691		|	0.4766	(0.0)
1928	|	17.80569		|	11.69074	(+/-3.14957)	|	1.36534	(+/-0.84393)	|	1.0205		|	0.44724	(1e-05)
1929	|	18.05114		|	11.7478	(+/-3.20078)	|	1.32543	(+/-0.77087)	|	1.03457		|	0.44249	(1e-05)
1930	|	17.46778		|	11.72335	(+/-3.16328)	|	1.37869	(+/-0.85601)	|	1.00113		|	0.46821	(0.0)
1931	|	17.65066		|	11.69306	(+/-3.13906)	|	1.46163	(+/-0.82638)	|	1.01162		|	0.40905	(7e-05)
1932	|	17.92546		|	11.69007	(+/-3.20992)	|	1.44961	(+/-0.80875)	|	1.02737		|	0.44725	(1e-05)
1933	|	17.8831		|	11.74129	(+/-3.23137)	|	1.32002	(+/-0.86156)	|	1.02494		|	0.40725	(7e-05)
1934	|	18.58872		|	11.83319	(+/-3.29469)	|	1.44811	(+/-0.94877)	|	1.06538		|	0.44734	(1e-05)
1935	|	18.0057		|	11.71204	(+/-3.21949)	|	1.40142	(+/-0.90853)	|	1.03196		|	0.40681	(8e-05)
1936	|	18.20675		|	11.74093	(+/-3.2586)	|	1.41506	(+/-0.95653)	|	1.04349		|	0.45583	(1e-05)
1937	|	18.31545		|	11.72975	(+/-3.20246)	|	1.42017	(+/-0.90393)	|	1.04972		|	0.45377	(1e-05)
